Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,overview-local-road-network,local-contra,local-oneway,local-twoway,ratio-contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unknown-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-gravel_dirt-km,surface_type-track-stabilised_gravel-km,surface_type-track-unknown-km,surface_type-track-unrecognised-km,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unknown,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-gravel_dirt,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-gravel_dirt,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-unknown,percent_surface_type-track-unrecognised,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-limited_access-unknown-km,surface_quality-limited_access-well_rideable-km,surface_quality-shared_pedestrians-moderatly_rideable-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-track-moderatly_rideable-km,surface_quality-track-not_rideable-km,surface_quality-track-unknown-km,surface_quality-track-well_rideable-km,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-moderatly_rideable,percent_quality-limited_access-not_rideable,percent_quality-limited_access-unknown,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-moderatly_rideable,percent_quality-shared_pedestrians-unknown,percent_quality-shared_pedestrians-well_rideable,percent_quality-track-moderatly_rideable,percent_quality-track-not_rideable,percent_quality-track-unknown,percent_quality-track-well_rideable,type-limited_access-unidirectional,type-limited_access-bidirectional,type-pedestrian-bidirectional,type-shared_pedestrians-unidirectional,type-shared_pedestrians-bidirectional,type-track-unidirectional,type-track-bidirectional
AT,Unterkärnten,AT213,"46.724441, 14.743224347612191",3377.388,2023-06-19 23:52,1430.515,3882.796,0.073,9.339,3873.383,0.778,203.461,0.000,33.726,155.952,393.139,0.000,0.000,393.139,0.142,0.275,189.938,44.222,22.793,48.313,11.248,5.798,11.257,0.008,59.629,4.161,80.897,13.038,1.350,3.817,15.522,76.907,9.481,2.358,7.934,106.782,,7.218,0.005,38.235,2.668,51.873,38.657,4.002,11.316,46.024,37.799,4.660,1.159,3.900,52.483,,17.631,94.317,13.655,10.083,20.265,0.229,29.847,3.650,9.051,0.644,191.515,2.251,11.305,60.478,8.756,6.466,12.995,0.680,88.499,10.822,4.448,0.317,94.129,1.106,1.976,153.975,56.402,7.065,26.662,1.181,202.280
