Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,overview-local-road-network,local-contra,local-oneway,local-twoway,ratio-contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unknown-km,surface_type-limited_access-unrecognised-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-stabilised_gravel-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-gravel_dirt-km,surface_type-track-unknown-km,surface_type-track-stabilised_gravel-km,surface_type-track-unrecognised-km,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unknown,percent_surface_type-limited_access-unrecognised,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-gravel_dirt,percent_surface_type-shared_pedestrians-stabilised_gravel,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unknown,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-unrecognised,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-limited_access-perfectly_rideable-km,surface_quality-limited_access-unknown-km,surface_quality-limited_access-well_rideable-km,surface_quality-shared_pedestrians-badly_rideable-km,surface_quality-shared_pedestrians-moderatly_rideable-km,surface_quality-shared_pedestrians-perfectly_rideable-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-track-badly_rideable-km,surface_quality-track-moderatly_rideable-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-unknown-km,surface_quality-track-well_rideable-km,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-moderatly_rideable,percent_quality-limited_access-not_rideable,percent_quality-limited_access-perfectly_rideable,percent_quality-limited_access-unknown,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-badly_rideable,percent_quality-shared_pedestrians-moderatly_rideable,percent_quality-shared_pedestrians-perfectly_rideable,percent_quality-shared_pedestrians-unknown,percent_quality-shared_pedestrians-well_rideable,percent_quality-track-badly_rideable,percent_quality-track-moderatly_rideable,percent_quality-track-perfectly_rideable,percent_quality-track-unknown,percent_quality-track-well_rideable,type-limited_access-bidirectional,type-pedestrian-unidirectional,type-pedestrian-bidirectional,type-shared_pedestrians-unidirectional,type-shared_pedestrians-bidirectional,type-track-unidirectional,type-track-bidirectional
AT,Außerfern,AT331,"47.361487, 10.546676088770342",1237.312,2023-06-19 23:51,296.072,334.136,0.656,3.183,330.298,17.083,10.272,0.000,25.509,162.469,198.250,0.000,0.000,198.250,0.035,0.670,132.279,14.438,47.163,66.723,7.282,23.790,19.705,4.308,65.430,15.020,58.005,0.002,13.707,0.908,1.556,2.518,6.821,6.712,0.161,2.253,1.145,,,12.128,2.651,40.272,9.245,35.702,0.001,53.732,3.560,6.099,9.870,26.739,65.348,1.571,21.931,11.150,,,7.769,113.152,0.329,0.930,13.326,26.963,2.918,0.234,0.968,16.340,5.049,0.550,0.012,0.007,8.387,1.316,4.782,69.645,0.203,0.572,8.202,16.596,11.438,0.919,3.794,64.056,19.794,5.351,0.120,0.069,81.651,12.809,162.469,0.126,216.314,0.440,25.069,2.637,7.634
