Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,overview-local-road-network,local-contra,local-oneway,local-twoway,ratio-contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-unknown-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-unknown-km,surface_type-track-stabilised_gravel-km,surface_type-track-gravel_dirt-km,surface_type-track-unrecognised-km,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-limited_access-unknown,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-unknown,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unrecognised,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-perfectly_rideable-km,surface_quality-limited_access-unknown-km,surface_quality-limited_access-well_rideable-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-unknown-km,percent_quality-limited_access-moderatly_rideable,percent_quality-limited_access-perfectly_rideable,percent_quality-limited_access-unknown,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-unknown,percent_quality-shared_pedestrians-well_rideable,percent_quality-track-perfectly_rideable,percent_quality-track-unknown,type-limited_access-bidirectional,type-pedestrian-bidirectional,type-shared_pedestrians-bidirectional,type-track-bidirectional
EE,Kirde-Eesti,EE00A,"59.125921500000004, 27.325349658296624",3456.773,2023-06-20 00:37,912.247,1322.801,0.095,10.960,1311.745,0.863,98.672,0.000,43.720,8.421,150.813,0.000,0.000,150.813,0.108,0.165,120.151,4.552,0.140,79.669,3.018,0.093,2.547,5.874,38.370,2.578,2.772,75.544,1.112,22.016,,,,30.246,69.754,87.762,5.897,6.341,76.561,1.127,22.312,,,,0.137,2.407,0.140,5.738,41.776,1.944,0.200,98.471,1.623,28.579,1.667,68.131,95.553,4.447,0.203,99.797,8.421,13.943,43.720,98.672
