Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,local_oneway_km,local_twoway_km,local_dualcw_km,local_contra_km,overview-local-road-network,ratio_contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,type-pedestrian-bidirectional,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-unknown-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-gravel_dirt-km,surface_type-track-stabilised_gravel-km,surface_type-track-unknown-km,surface_type-track-unrecognised-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-stabilised_gravel-km,surface_type-shared_pedestrians-unrecognised-km,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unrecognised-km,surface_type-lane-asphalt_concrete-km,surface_type-lane-blocks_slabs_cobbles-km,surface_type-lane-gravel_dirt-km,surface_type-lane-stabilised_gravel-km,surface_type-lane-unknown-km,surface_type-lane-unrecognised-km,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-unknown,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unrecognised,percent_surface_type-track-unknown,surface_quality-limited_access-unknown-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-well_rideable-km,surface_quality-track-moderatly_rideable-km,surface_quality-track-badly_rideable-km,surface_quality-track-not_rideable-km,surface_quality-track-unknown-km,surface_quality-shared_pedestrians-perfectly_rideable-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-shared_pedestrians-moderatly_rideable-km,surface_quality-shared_pedestrians-badly_rideable-km,surface_quality-shared_pedestrians-not_rideable-km,surface_quality-limited_access-perfectly_rideable-km,surface_quality-limited_access-well_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-lane-perfectly_rideable-km,surface_quality-lane-well_rideable-km,surface_quality-lane-moderatly_rideable-km,surface_quality-lane-badly_rideable-km,surface_quality-lane-not_rideable-km,surface_quality-lane-unknown-km,percent_quality-limited_access-unknown,percent_quality-shared_pedestrians-unknown,percent_quality-track-perfectly_rideable,percent_quality_type-track-well_rideable,percent_quality_type-track-stabilised_gravel,percent_quality_type-track-gravel_dirt,percent_quality_type-track-unrecognised,percent_quality_type-track-unknown,type-limited_access-bidirectional,type-shared_pedestrians-bidirectional,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_quality-shared_pedestrians-well_rideable,percent_quality-track-unknown,type-track-bidirectional,percent_surface_type-lane-unknown,percent_quality-lane-unknown,type-lane-unidirectional,type-track-unidirectional,percent_quality-lane-well_rideable,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-moderatly_rideable,percent_surface_type-shared_pedestrians-gravel_dirt,percent_quality-lane-perfectly_rideable,percent_quality-limited_access-not_rideable,percent_quality-shared_pedestrians-badly_rideable,percent_quality-shared_pedestrians-moderatly_rideable,percent_quality-track-well_rideable,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-shared_pedestrians-stabilised_gravel,percent_quality-limited_access-perfectly_rideable,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-perfectly_rideable,percent_quality-track-moderatly_rideable,type-busway-unidirectional,type-street-bidirectional,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unrecognised,percent_quality-track-badly_rideable,type-pedestrian-unidirectional,type-shared_pedestrians-unidirectional,percent_quality-shared_pedestrians-not_rideable,type-lane-bidirectional,type-limited_access-unidirectional,percent_quality-lane-moderatly_rideable,percent_quality-track-not_rideable,percent_surface_type-shared_pedestrians-unrecognised,percent_surface_type-lane-asphalt_concrete,percent_surface_type-lane-unrecognised,type-street-unidirectional,percent_quality-lane-badly_rideable,percent_surface_type-lane-blocks_slabs_cobbles,percent_quality-lane-not_rideable,percent_surface_type-lane-stabilised_gravel,type-busway-bidirectional
DE,Oberallgäu,DE27E,"47.567098, 10.221551",1527.527,2024-01-10 20:53,704.311,10.545,1531.2,0.0,1.815,1543.559,14.682,64.009,0.801,166.071,98.145,329.025,0.0,0.0,329.025,0.091,0.467,285.531,75.067,143.978,86.781,22.815,43.759,170.056,4.66,17.535,15.319,6.644,7.629,24.841,0.655,5.194,13.573,19.745,,107.031,28.31,16.457,,47.188,13.443,,,,,,0.801,,4.748,17.866,15.609,4.001,4.594,38.81,1.024,21.206,8.115,,30.847,25.782,127.235,3.073,3.399,8.092,0.52,,48.926,8.411,12.724,17.18,0.521,,0.911,33.596,33.647,3.887,0.322,,,,,,0.801,26.269,76.615,4.8,,,,,,98.145,165.961,64.449,7.662,76.436,60.789,0.816,0.816,0.801,3.22,,3.96,34.283,17.047,,0.328,0.314,10.345,5.31,48.08,9.91,0.928,34.231,5.065,12.642,,,13.697,,0.812,0.069,0.111,,,,,,,,,,,,,,
DE,Oberbergischer Kreis,DEA2A,"51.038337, 7.525413",917.488,2024-01-10 21:12,1001.713,41.95,2246.881,0.0,5.112,2293.943,10.863,33.621,9.062,234.366,84.799,361.847,0.0,0.0,361.847,0.034,0.361,278.602,83.833,100.089,76.994,23.168,27.661,142.424,2.785,29.96,28.413,7.625,16.479,2.724,0.189,0.102,1.314,29.291,,207.899,0.603,1.76,,20.922,2.719,,,,,,9.062,,3.284,35.33,33.506,3.254,7.031,8.103,0.563,3.909,0.303,,87.122,15.609,153.054,0.014,,1.222,,,32.386,56.053,10.068,14.24,0.95,,0.049,16.858,50.712,,1.571,,,,,,9.062,18.408,65.306,0.041,,,,,,84.799,230.792,88.707,4.296,96.326,18.144,10.686,10.686,8.903,15.477,,,59.802,0.257,,1.853,0.405,6.076,,24.673,0.751,0.057,19.88,23.917,3.634,,,3.206,,,,3.573,,0.158,,,,,,,,,,,,
DE,"Oberhausen, Kreisfreie Stadt",DEA17,"51.511530, 6.852815",77.585,2024-01-10 21:23,225.372,45.585,370.935,0.0,12.729,429.249,21.829,73.232,33.831,45.162,28.506,180.732,0.0,0.056,180.788,0.325,0.802,75.645,40.359,26.832,41.855,22.331,14.847,117.467,2.4,0.545,3.828,4.697,4.362,0.509,8.93,0.712,0.015,63.065,,20.173,2.506,13.424,,9.437,12.296,,,,,,33.831,,8.419,1.913,13.428,10.401,9.659,0.695,12.195,0.02,0.973,,86.117,13.792,17.519,0.286,0.077,0.779,,,72.089,9.382,6.152,10.93,1.179,,0.323,1.063,9.746,3.094,0.488,,,,,,33.831,48.384,38.791,0.391,,,,,,28.184,43.27,44.668,13.621,98.439,16.251,118.679,118.679,33.831,56.981,,10.855,34.187,5.549,,1.712,2.611,24.201,0.105,33.106,29.723,1.135,3.727,20.775,1.064,,0.056,43.134,,,0.166,1.892,,,0.323,,,,,,,,,,,
DE,Oberhavel,DE40A,"52.919131, 13.229207",1807.254,2024-01-10 19:44,793.043,23.584,1577.052,0.0,8.394,1609.03,26.249,48.819,9.468,244.481,51.91,354.678,0.0,44.765,399.443,0.062,0.447,294.923,130.184,87.324,83.152,36.705,24.621,114.85,3.71,7.096,0.212,15.703,11.306,2.624,5.991,,0.202,40.003,,213.013,2.344,2.115,,28.326,12.565,,,1.235,,,8.233,,7.148,13.67,0.408,6.423,4.625,5.375,12.271,0.413,,,81.942,4.301,130.608,0.006,0.963,0.368,,,47.483,40.634,57.878,7.635,7.727,,3.882,18.472,11.969,11.527,1.758,,1.235,,,,8.233,8.286,53.422,0.012,,,,,,51.899,236.339,87.129,23.674,97.262,11.14,15.861,15.861,9.468,37.679,2.378,22.207,23.058,0.959,,3.386,3.16,3.123,1.973,54.568,0.865,7.478,35.585,16.621,0.754,,44.612,24.206,,,12.301,8.142,,,0.01,,,,,,0.153,,2.378,,,
DE,Oberspreewald-Lausitz,DE40B,"51.633385, 14.034073",1222.264,2024-01-10 19:41,832.543,11.814,853.574,0.0,4.516,869.904,27.655,100.876,0.48,157.288,95.892,354.536,0.0,11.99,366.526,0.121,0.426,307.607,134.162,47.514,86.763,37.842,13.402,114.691,4.973,12.098,8.673,32.795,6.589,56.909,12.04,,0.511,31.187,0.229,92.455,13.107,12.249,0.092,64.253,5.664,0.23,,,,,0.48,,5.186,12.616,9.045,20.85,4.189,56.415,11.936,0.506,,0.227,30.916,16.041,69.459,19.299,10.537,0.58,,,70.46,37.835,33.309,14.494,2.181,0.01,17.22,46.314,14.911,1.406,,,,,,,0.48,16.728,44.16,19.131,,,,,,95.76,156.855,58.781,21.177,69.848,78.776,0.5,0.5,0.48,22.1,,1.466,15.55,8.333,,,1.387,9.215,10.445,67.006,7.788,17.958,48.297,24.055,0.575,,11.99,5.906,0.24,,0.13,0.433,0.006,,0.132,,,0.059,,,,,,,,
DE,Odenwaldkreis,DE71B,"49.662285, 8.969629",625.139,2024-01-10 20:02,442.461,8.761,628.624,0.0,6.644,644.029,43.131,7.72,4.135,26.135,24.125,62.114,0.0,0.0,62.114,0.017,0.14,47.438,4.593,12.767,76.371,7.394,20.554,99.548,0.864,7.713,2.418,3.794,1.193,0.789,,,,6.931,,15.263,5.786,0.099,,10.968,2.163,,,,,,4.135,,3.579,31.969,10.024,14.516,4.565,10.219,,,,,89.781,1.81,17.674,,0.209,0.336,,,7.174,0.989,7.157,0.316,,,1.465,9.679,10.772,0.19,0.209,,,,,,4.135,7.504,67.624,,,,,,,24.125,26.135,58.402,27.385,92.936,1.963,17.138,17.138,4.135,5.757,,0.789,44.649,22.139,,0.866,,1.209,2.714,45.461,0.378,6.071,40.12,3.782,4.35,,,8.966,,,0.285,,,,,,,,,,,,,,,
DE,Oder-Spree,DE40C,"52.252049, 14.267247",2256.587,2024-01-10 19:44,1113.011,27.514,1472.804,0.0,6.297,1506.616,18.625,75.456,5.713,425.142,63.547,569.858,0.0,20.716,590.574,0.068,0.512,473.899,216.787,206.908,83.161,38.042,36.309,116.276,11.51,10.839,3.287,97.888,40.901,5.743,23.654,,,46.058,,276.076,4.183,1.917,4.177,33.111,4.8,,,,,,5.713,,18.112,17.057,5.173,23.025,9.62,7.612,31.349,,,,61.04,8.602,230.215,,0.922,,,,74.534,77.018,77.279,38.375,2.254,,3.681,19.801,23.228,7.826,0.41,,,,,,5.713,13.536,54.15,,,,,,,61.899,420.606,64.937,18.177,98.778,44.751,8.99,8.99,4.608,30.705,,12.315,36.553,0.984,,0.644,0.53,9.026,1.222,52.105,0.451,5.792,31.16,18.116,,,20.716,7.553,,,0.434,4.536,,1.105,1.648,,,0.982,,,,,,,,
DE,"Offenbach am Main, Kreisfreie Stadt",DE713,"50.089787, 8.786295",45.094,2024-01-10 19:53,108.492,20.324,150.914,0.0,17.384,188.622,46.102,24.981,8.475,18.383,7.412,59.251,0.948,7.646,67.846,0.23,0.546,40.406,7.635,10.178,68.194,12.885,17.178,43.122,0.622,0.424,1.284,2.476,2.004,17.245,0.615,0.019,0.021,7.083,,10.536,1.272,2.096,,4.676,0.406,,,,,,8.475,,8.39,5.717,17.326,13.467,10.9,69.03,2.46,0.083,0.076,,28.351,5.017,8.388,,2.423,0.071,,,22.487,2.627,4.349,2.55,0.469,,,1.219,1.177,,,,,,,,8.475,67.682,45.628,,,,,,,7.412,18.112,57.313,23.659,90.017,18.135,114.344,114.344,8.475,6.847,,,15.874,6.921,,,2.551,13.874,9.7,63.085,11.399,,16.444,14.289,0.284,0.948,7.62,5.483,,,0.018,0.271,,,,,,,,,0.026,,,,,
DE,"Offenbach, Landkreis",DE71C,"50.040785, 8.816974",355.403,2024-01-10 20:02,483.4,48.675,924.204,0.0,28.3,1001.179,36.765,67.604,41.104,102.591,211.061,422.36,0.0,7.338,429.698,0.14,0.874,343.093,235.387,34.029,81.232,55.731,8.057,229.403,3.53,36.296,2.608,17.886,7.722,20.056,15.821,0.507,2.88,28.34,,71.441,1.47,4.071,,42.069,126.559,,0.507,,,,40.597,,1.672,17.197,1.236,17.435,7.527,29.667,23.402,4.261,0.75,,41.92,10.082,55.453,3.671,6.915,3.568,0.326,,53.125,15.211,23.224,6.148,2.276,0.279,5.321,35.656,114.732,35.047,10.222,0.507,,,,,40.597,4.777,54.052,5.43,,,,,,210.95,98.873,69.637,22.637,78.582,50.078,19.235,19.235,41.104,17.526,,16.605,54.36,1.432,0.24,4.843,2.219,5.993,10.228,19.932,3.968,2.521,16.894,14.827,5.278,,7.166,59.963,,0.482,4.656,3.717,0.272,,0.112,,,,0.24,,0.172,,,,,
DE,"Oldenburg (Oldenburg), Kreisfreie Stadt",DE943,"53.142601, 8.222954",104.103,2024-01-10 19:00,181.9,2.782,528.038,0.0,10.259,541.079,78.671,129.698,3.112,65.059,19.302,217.171,0.0,3.581,220.751,0.713,1.194,145.862,9.406,28.747,67.165,4.331,13.237,73.239,2.497,1.421,1.84,16.607,4.025,9.618,38.58,6.243,12.755,62.503,,29.753,1.074,13.6,,10.398,3.146,,0.171,,,,2.941,,12.936,7.363,9.533,25.526,6.187,7.415,29.746,9.834,4.813,,48.191,7.527,60.18,2.169,0.308,0.332,0.061,0.149,126.679,2.154,0.584,1.643,0.498,,,6.802,4.388,0.102,0.482,,,,,,3.112,38.997,92.501,1.673,,,,,,19.302,63.915,45.733,0.897,97.672,82.903,15.237,16.121,3.112,46.795,,0.53,22.733,1.65,,2.498,0.765,2.526,0.237,53.868,20.904,,35.242,3.311,0.256,,3.581,16.3,,0.047,0.135,1.144,,,,,0.115,,0.884,,,,,,,
DE,"Oldenburg, Landkreis",DE94D,"52.983840, 8.382367",1065.478,2024-01-10 19:01,720.74,4.685,1825.131,0.084,2.19,1832.09,31.855,44.609,2.366,477.728,41.351,566.055,0.0,4.692,570.746,0.062,0.785,516.975,81.513,74.495,91.329,14.4,13.16,125.26,4.983,7.885,7.199,44.275,13.657,9.413,7.303,0.529,1.505,25.859,,406.997,2.842,9.907,0.05,2.019,19.265,,,,,,2.366,,12.051,19.068,17.409,9.268,2.859,21.102,16.371,3.375,1.186,,57.967,8.154,409.156,,1.637,2.067,,,40.905,28.414,13.919,22.74,3.499,,0.292,3.521,22.178,7.206,,,,,,,2.366,19.719,85.646,,,,,,,41.247,473.444,85.194,2.914,91.697,31.121,5.722,5.722,2.366,13.488,,17.427,53.632,0.595,,,0.732,4.76,3.67,4.883,2.074,0.706,8.515,5.948,4.633,,4.692,46.589,,,3.923,4.284,,,0.105,,,0.01,,,,,,,,
DE,Olpe,DEA59,"51.086964, 8.022942",711.669,2024-01-10 19:14,581.996,11.516,1100.641,0.0,1.893,1114.05,14.117,42.266,5.325,150.228,36.27,234.09,0.0,0.0,234.09,0.073,0.402,191.946,17.109,21.036,81.997,7.309,8.986,61.884,1.204,6.822,10.069,7.656,10.751,18.718,2.483,4.555,0.512,15.999,,128.994,0.967,1.753,0.107,18.109,0.066,,,,,,5.325,,3.318,18.81,27.761,5.096,7.156,44.286,5.874,1.211,10.777,,37.852,11.573,113.532,1.776,2.423,1.483,0.237,,36.348,12.239,23.941,0.516,,,,10.552,13.985,0.16,,,,,,,5.325,31.909,75.573,4.202,,,,,,36.27,150.228,85.865,15.936,85.998,29.048,14.682,14.682,5.325,13.218,,0.44,38.558,0.644,,,,0.344,5.732,49.927,1.167,,29.093,8.147,3.508,,,0.183,,0.56,,,,,,,,0.071,,,,,,,,
DE,Ortenaukreis,DE134,"48.442169, 8.012035",1859.694,2024-01-10 19:24,1324.433,28.145,2953.171,0.0,9.655,2990.971,25.542,141.108,25.596,340.478,685.829,1193.011,0.027,4.359,1197.397,0.107,0.901,855.344,103.522,608.31,71.696,8.677,50.989,659.117,37.632,204.879,179.618,31.278,64.904,54.925,14.298,1.185,3.151,67.549,,223.373,9.035,11.888,,120.898,142.803,,,,,,25.596,,5.487,29.873,26.19,9.186,19.063,38.924,10.133,2.233,0.84,,47.871,37.118,271.252,0.801,5.188,1.503,0.829,,132.788,21.635,37.196,10.108,0.287,,7.906,128.665,460.805,33.375,17.958,0.014,0.515,0.292,,,24.775,5.412,79.668,0.568,,,,,,685.564,335.994,65.606,10.925,94.104,115.522,3.732,3.612,25.596,25.586,0.075,4.866,67.19,2.654,0.002,2.618,0.084,2.969,3.677,17.628,3.492,1.153,18.761,6.354,1.065,0.027,4.359,20.822,,0.587,0.582,4.484,,,0.266,0.043,,,,,,,,,,
DE,"Osnabrück, Kreisfreie Stadt",DE944,"52.278906, 8.058630",120.31,2024-01-10 19:02,216.102,15.615,531.693,2.056,10.115,559.479,39.313,68.508,42.213,61.831,23.772,196.324,1.605,5.7,203.628,0.317,0.908,97.86,14.611,6.751,49.846,7.442,3.439,62.611,3.605,2.95,1.137,15.667,6.759,7.86,8.471,2.085,1.536,48.556,,23.175,4.519,11.667,0.043,13.618,2.462,,,0.202,,,42.012,,15.165,12.411,4.783,25.339,10.931,11.473,12.365,2.242,3.044,,70.876,17.026,56.018,2.639,0.884,0.991,0.2,,63.794,1.481,1.951,0.003,2.378,,2.472,2.19,1.142,,0.943,,,,,,42.213,71.621,90.599,3.852,,,,,,23.4,60.232,37.481,3.155,93.12,30.481,176.73,177.578,42.213,38.027,,,4.804,7.309,,3.965,3.846,0.005,1.29,57.285,18.87,10.397,9.213,2.395,1.447,1.605,5.7,10.356,,0.291,0.05,1.599,,,0.371,,,0.07,,,,,0.848,,,
DE,"Osnabrück, Landkreis",DE94E,"52.372509, 8.161318",2120.459,2024-01-10 18:57,1633.617,15.115,4533.151,0.0,2.856,4551.122,15.89,185.399,14.19,762.501,109.199,1071.289,0.0,3.809,1075.098,0.113,0.656,724.765,271.765,99.506,67.654,25.368,9.288,210.94,5.989,15.509,15.27,61.91,182.719,32.502,14.701,3.093,0.76,134.345,,507.292,2.966,7.614,,39.862,32.569,,,,,,14.19,,5.484,14.203,13.984,8.119,23.963,17.531,7.929,0.41,1.668,,72.462,25.376,536.742,6.358,5.428,1.133,,,172.48,9.668,186.165,27.095,2.678,0.152,0.578,27.101,43.755,11.95,0.438,,,,,,14.19,23.239,70.392,3.429,,,,,,109.052,752.7,66.53,24.415,93.032,137.184,12.994,12.994,14.19,48.215,,10.944,40.069,0.389,,0.401,0.351,3.553,2.928,36.504,0.998,0.53,24.818,1.268,0.611,,3.788,29.826,,,3.721,9.801,0.02,,0.147,,,,,,0.022,,,,,
DE,Ostalbkreis,DE11D,"48.886880, 10.099829",1511.168,2024-01-10 21:02,1299.62,27.787,2230.684,0.0,9.767,2268.238,26.007,42.204,17.918,170.814,269.078,500.015,0.074,0.346,500.435,0.032,0.385,322.416,36.752,33.785,64.481,7.35,6.757,245.403,9.657,29.577,117.679,11.139,21.386,18.846,1.119,0.446,0.196,21.596,,132.848,2.405,3.035,,100.761,11.405,,0.98,,,,16.938,,3.589,10.992,43.734,6.521,12.52,44.655,2.652,0.465,1.058,,51.169,34.916,133.123,0.108,8.49,0.365,0.17,,33.072,11.193,23.403,2.929,0.165,,4.39,110.597,117.111,1.385,0.679,0.98,,,,,16.938,12.976,77.934,0.255,,,,,,268.991,166.596,77.774,13.701,78.361,34.16,6.295,6.295,17.918,8.045,,0.515,43.523,1.408,0.364,0.252,0.097,1.715,20.117,37.447,1.777,1.631,41.102,6.553,0.865,0.074,0.346,4.239,,0.402,1.894,4.218,,,0.087,,,,0.364,,,,,,,
DE,Ostallgäu,DE27B,"47.813878, 10.557531",1394.405,2024-01-10 20:52,721.977,8.696,1715.569,0.0,1.769,1726.034,16.905,65.127,1.686,203.356,112.479,382.649,0.0,1.11,383.758,0.09,0.53,326.112,81.131,14.028,85.225,21.202,3.666,154.814,5.268,29.043,17.583,8.113,22.442,41.149,5.969,3.043,0.141,14.825,,158.355,9.561,4.876,0.009,42.804,17.782,,,,,,1.686,,4.684,25.82,15.632,3.989,11.036,63.182,9.166,0.216,4.672,,22.764,24.306,151.059,9.042,12.263,0.211,,,43.61,20.945,20.711,9.551,1.091,,0.986,28.8,51.409,6.298,0.68,0.428,,,0.102,,1.156,21.61,74.283,13.884,,,,,,112.479,200.818,77.871,10.185,66.962,61.715,1.499,1.028,1.686,3.412,,5.599,45.706,4.702,0.38,0.604,0.536,4.697,18.83,38.055,2.398,0.876,25.604,10.3,0.324,,1.11,15.809,,,,2.539,,,,,,0.004,,,,0.09,,,,
DE,Osterholz,DE936,"53.260743, 8.743760",652.5,2024-01-10 19:05,391.704,6.327,851.772,1.557,2.718,862.373,30.047,97.779,57.474,139.296,71.51,366.059,0.0,0.0,366.059,0.25,0.935,188.314,22.486,20.301,51.444,6.143,5.546,81.671,20.655,13.031,12.75,16.207,43.408,19.573,5.576,5.399,3.119,64.112,,72.334,3.541,3.805,,22.889,2.184,,,,,,57.474,,28.885,18.223,17.83,11.635,31.163,20.017,5.702,3.19,5.522,,65.569,40.227,125.794,,,2.113,,,95.667,1.718,3.555,8.229,,,2.598,10.553,16.219,1.913,,,,,,,57.474,56.254,90.307,,,,,,,71.51,135.335,51.929,2.552,97.839,58.782,80.372,80.372,57.474,38.997,,2.675,22.681,2.542,,,,5.907,,32.009,2.732,3.633,14.758,1.233,2.161,,,3.054,,,0.687,3.96,,,,,,,,,,,,,,
DE,Ostholstein,DEF08,"54.136920, 10.739117",1386.475,2024-01-10 21:35,909.225,29.022,1651.828,0.0,8.506,1689.356,22.666,113.513,2.96,407.162,75.613,599.247,0.0,3.796,603.043,0.125,0.659,506.609,82.473,48.777,84.541,13.763,8.14,189.296,3.353,11.285,16.246,49.269,37.144,51.566,13.625,6.791,5.242,36.288,,270.211,24.153,26.342,0.042,34.822,9.907,,,,,,2.96,,4.434,14.924,21.486,12.101,9.123,45.428,12.003,4.618,5.983,,31.969,30.246,348.884,10.245,11.311,4.993,,0.065,86.898,24.656,22.884,8.532,1.665,0.541,0.535,19.202,23.59,2.041,,,,,,,2.96,40.0,85.687,9.026,,,,,,75.05,406.941,66.365,5.62,76.554,92.961,3.914,3.914,2.96,20.552,,2.699,31.199,5.932,,,0.409,2.096,9.965,46.053,6.47,0.708,25.395,6.056,4.399,,3.796,13.102,,,,0.22,0.133,,0.563,,0.057,0.01,,,,,,,,
DE,Ostprignitz-Ruppin,DE40D,"53.002479, 12.707259",2525.915,2024-01-10 19:37,1007.352,15.722,1082.563,0.0,4.546,1102.831,22.429,63.618,3.499,218.294,41.064,326.475,0.0,20.855,347.33,0.063,0.324,246.96,67.13,73.799,75.644,20.562,22.605,57.33,6.311,4.947,10.707,18.372,26.633,15.69,6.213,2.773,0.129,38.813,,169.775,1.242,2.272,,17.967,1.132,,0.138,,,,3.361,,15.369,12.046,26.075,8.416,12.201,24.663,9.766,0.202,4.359,,61.009,13.545,159.281,11.693,2.026,2.289,0.568,,47.043,18.485,28.337,10.691,1.5,,0.624,14.97,11.017,0.909,,,,,,,3.499,32.984,72.966,18.379,,,,,,39.584,212.901,77.774,12.981,73.946,44.187,8.186,8.521,3.499,19.432,,2.214,26.829,0.569,,,0.687,4.897,3.184,43.754,1.041,1.519,36.454,8.468,3.598,,20.855,2.756,,0.892,0.14,5.393,,,1.481,,,,0.335,,,,,,,
DE,Paderborn,DEA47,"51.664335, 8.769156",1247.038,2024-01-10 20:24,1105.367,21.428,2236.275,0.0,13.031,2270.733,37.816,62.775,28.071,340.132,66.712,497.69,0.0,5.281,502.971,0.057,0.45,404.538,68.794,45.979,81.283,13.823,9.238,210.221,3.795,5.855,10.64,50.19,14.636,9.489,13.043,0.348,0.09,39.804,,243.95,3.589,27.455,0.312,37.026,9.396,,,,,,28.071,,5.689,8.776,15.949,14.756,4.303,15.116,20.778,0.144,0.555,,63.408,22.73,282.243,0.064,2.968,1.187,,,58.556,17.927,34.076,5.67,0.215,,5.608,23.008,15.365,,,,,,,,28.071,34.072,82.981,0.103,,,,,,66.712,335.549,71.722,10.019,93.278,36.295,42.078,42.078,28.071,26.481,,,23.032,1.055,,,0.063,1.667,4.728,55.501,8.072,8.407,34.489,5.271,1.891,,5.281,14.085,,,7.74,4.583,,,,,,0.092,,,,,,,,
DE,"Passau, Kreisfreie Stadt",DE222,"48.577206, 13.428990",70.507,2024-01-10 19:28,124.051,4.282,215.903,0.0,5.249,225.434,55.077,12.172,4.703,19.838,13.311,50.024,0.0,1.218,51.242,0.098,0.403,33.565,5.874,6.822,67.097,11.743,13.636,12.651,1.231,0.762,2.921,0.132,2.761,4.539,0.425,,1.134,6.074,,14.773,1.242,0.93,,4.177,4.22,,,,,,4.703,,9.246,5.723,21.944,0.667,13.92,37.289,3.492,9.319,,,49.9,7.893,15.585,1.179,0.066,0.034,,,10.893,0.003,3.189,0.862,0.199,,,0.762,4.656,,,,,,,,4.703,59.296,78.562,9.69,,,,,,13.028,19.835,74.465,16.077,89.495,10.003,35.336,35.336,4.703,2.169,,,34.976,6.262,,,1.002,4.344,0.54,31.384,4.686,,5.728,0.015,0.275,,1.218,31.703,,,,0.003,,,0.282,,,,,,,,,,,
DE,"Passau, Landkreis",DE228,"48.527441, 13.270725",1528.535,2024-01-10 19:28,1308.408,12.865,2866.849,0.0,0.699,2880.413,5.154,46.975,0.0,127.14,43.439,217.555,0.0,0.147,217.701,0.036,0.166,166.986,29.022,5.978,76.756,13.34,2.748,61.924,2.276,11.081,5.857,3.697,30.855,22.893,2.04,6.104,2.083,13.856,,79.999,8.242,4.347,,18.619,5.606,,,,,,,,5.24,25.51,13.484,2.908,24.269,48.734,4.342,4.434,12.993,,29.497,9.657,99.164,1.101,,0.202,,,45.672,5.492,16.251,6.072,0.161,,,19.611,13.924,0.247,,,,,,,,22.232,77.996,2.344,,,,,,43.439,126.917,62.922,12.782,97.226,45.716,,,,1.26,,0.569,32.054,6.483,,,0.127,4.776,,42.862,3.419,,45.145,4.32,0.429,,0.147,12.905,,,,0.224,,,,,,,,,,,,,,
DE,Peine,DE91A,"52.308819, 10.251378",536.51,2024-01-10 19:09,501.386,11.022,755.02,0.0,1.684,767.726,13.253,35.63,1.037,220.559,80.385,337.611,0.0,0.232,337.843,0.071,0.673,257.549,47.814,26.521,76.286,14.163,7.855,164.507,13.98,22.747,19.462,34.789,28.415,0.603,3.494,0.204,0.181,31.148,,155.953,0.159,1.243,,20.036,4.162,,,,,,1.037,,17.391,28.297,24.21,15.773,12.883,1.693,9.806,0.508,0.572,,87.421,10.435,176.514,,0.216,3.456,,,31.958,33.105,9.959,0.982,,,0.039,30.275,38.085,1.551,,,,,,,1.037,12.982,80.03,,,,,,,80.385,206.901,70.708,4.515,89.694,13.399,1.29,1.29,1.037,22.231,,1.929,47.378,0.072,,,,0.445,0.608,24.925,0.563,0.049,37.662,15.01,9.699,,0.232,5.177,,,0.38,13.658,,,,,,,,,,,,,,
