Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,local_oneway_km,local_twoway_km,local_dualcw_km,local_contra_km,overview-local-road-network,ratio_contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,type-pedestrian-bidirectional,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-unknown-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-gravel_dirt-km,surface_type-track-stabilised_gravel-km,surface_type-track-unknown-km,surface_type-track-unrecognised-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-stabilised_gravel-km,surface_type-shared_pedestrians-unrecognised-km,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unrecognised-km,surface_type-lane-asphalt_concrete-km,surface_type-lane-blocks_slabs_cobbles-km,surface_type-lane-gravel_dirt-km,surface_type-lane-stabilised_gravel-km,surface_type-lane-unknown-km,surface_type-lane-unrecognised-km,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-unknown,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unrecognised,percent_surface_type-track-unknown,surface_quality-limited_access-unknown-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-well_rideable-km,surface_quality-track-moderatly_rideable-km,surface_quality-track-badly_rideable-km,surface_quality-track-not_rideable-km,surface_quality-track-unknown-km,surface_quality-shared_pedestrians-perfectly_rideable-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-shared_pedestrians-moderatly_rideable-km,surface_quality-shared_pedestrians-badly_rideable-km,surface_quality-shared_pedestrians-not_rideable-km,surface_quality-limited_access-perfectly_rideable-km,surface_quality-limited_access-well_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-lane-perfectly_rideable-km,surface_quality-lane-well_rideable-km,surface_quality-lane-moderatly_rideable-km,surface_quality-lane-badly_rideable-km,surface_quality-lane-not_rideable-km,surface_quality-lane-unknown-km,percent_quality-limited_access-unknown,percent_quality-shared_pedestrians-unknown,percent_quality-track-perfectly_rideable,percent_quality_type-track-well_rideable,percent_quality_type-track-stabilised_gravel,percent_quality_type-track-gravel_dirt,percent_quality_type-track-unrecognised,percent_quality_type-track-unknown,type-limited_access-bidirectional,type-shared_pedestrians-bidirectional,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_quality-shared_pedestrians-well_rideable,percent_quality-track-unknown,type-track-bidirectional,percent_surface_type-lane-unknown,percent_quality-lane-unknown,type-lane-unidirectional,type-track-unidirectional,percent_quality-lane-well_rideable,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-moderatly_rideable,percent_surface_type-shared_pedestrians-gravel_dirt,percent_quality-lane-perfectly_rideable,percent_quality-limited_access-not_rideable,percent_quality-shared_pedestrians-badly_rideable,percent_quality-shared_pedestrians-moderatly_rideable,percent_quality-track-well_rideable,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-shared_pedestrians-stabilised_gravel,percent_quality-limited_access-perfectly_rideable,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-perfectly_rideable,percent_quality-track-moderatly_rideable,type-busway-unidirectional,type-street-bidirectional,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unrecognised,percent_quality-track-badly_rideable,type-pedestrian-unidirectional,type-shared_pedestrians-unidirectional,percent_quality-shared_pedestrians-not_rideable,type-lane-bidirectional,type-limited_access-unidirectional,percent_quality-lane-moderatly_rideable,percent_quality-track-not_rideable,percent_surface_type-shared_pedestrians-unrecognised,percent_surface_type-lane-asphalt_concrete,percent_surface_type-lane-unrecognised,type-street-unidirectional,percent_quality-lane-badly_rideable,percent_surface_type-lane-blocks_slabs_cobbles,percent_quality-lane-not_rideable,percent_surface_type-lane-stabilised_gravel,type-busway-bidirectional
UK,Croydon,UKI62,"51.354734, -0.064465",86.761,2024-01-11 09:35,202.712,39.234,575.616,0.0,6.644,621.493,14.482,21.281,33.478,6.231,4.071,65.062,2.6,0.0,67.662,0.105,0.321,24.915,0.0,23.809,38.294,0.0,36.595,7.395,0.833,,0.171,0.032,1.602,11.153,2.761,2.114,0.357,4.896,,3.436,1.005,0.156,,3.067,,,,,,,33.478,,20.472,,4.204,0.517,25.704,52.407,12.974,1.678,9.935,,23.005,4.071,6.231,,,,,,21.281,,,,,,,,,,,,,,,,33.478,100.0,100.0,,,,,,,3.634,6.164,55.148,,100.0,20.172,822.335,822.335,33.272,1.109,,,,16.123,,,,,,75.324,2.509,,,,,2.6,,,,,,0.067,,0.207,0.437,,,,,,,,,,,
UK,Darlington,UKC13,"54.535224, -1.555941",197.633,2024-01-11 08:59,193.628,7.15,396.289,0.0,0.213,403.651,2.891,32.405,2.94,15.315,6.42,57.08,0.154,0.0,57.235,0.167,0.295,27.172,0.251,4.312,47.603,0.439,7.555,29.407,0.022,0.513,0.798,2.431,5.623,9.359,0.99,1.508,,20.547,,6.327,0.754,0.179,,5.001,0.087,,,,,,2.94,,0.346,7.987,12.429,15.875,36.716,28.883,3.056,,4.655,,63.407,5.558,15.315,,0.251,,,,32.154,,,,,,,,0.862,,,,,,,,2.94,86.577,100.0,,,,,,,6.227,15.315,41.315,,99.226,26.343,45.8,45.8,2.94,6.062,,,13.423,4.924,,,,,0.774,77.889,1.17,,,,,0.154,,1.348,,,,,,,0.194,,,,,,,,,,,
UK,Derby,UKF11,"52.915835, -1.471094",78.11,2024-01-11 09:14,296.756,15.444,526.706,0.0,4.225,546.375,21.481,75.737,7.708,49.179,2.202,134.826,0.94,0.0,135.765,0.255,0.454,79.479,5.079,4.839,58.95,3.767,3.589,45.189,0.036,0.179,0.666,9.83,10.491,25.842,10.0,1.013,2.4,36.481,,25.281,0.996,2.581,,1.321,,,,,,,7.708,,1.643,8.113,30.246,19.988,21.332,34.121,13.204,3.169,1.337,,48.168,2.202,48.295,1.942,2.305,,,,71.49,0.426,0.458,,,,,,,,,,,,,,7.708,100.0,98.202,2.565,,,,,,1.956,49.128,51.406,0.932,94.392,74.612,350.101,350.101,7.708,1.125,,,,2.025,,,,,3.043,59.998,5.249,,,0.867,,0.94,,,,,,0.052,,,0.246,,,,,,,,,,,
UK,Derry City and Strabane,UKN0A,"54.837649, -7.245569",1248.76,2024-01-11 09:50,550.296,9.736,1903.81,0.0,0.0,1913.546,0.0,12.769,0.404,54.968,0.105,68.247,0.0,0.0,68.247,0.023,0.124,52.295,0.555,0.602,76.626,0.813,0.882,1.011,,,0.105,0.846,2.717,0.044,,,,12.726,,51.093,0.312,,,,,,,,,,0.404,,,,100.0,1.539,4.942,0.342,,,,,99.658,0.105,54.413,,,,,,12.769,0.555,,,,,,,,,,,,,,,0.404,100.0,98.99,,,,,,,0.105,54.968,92.951,,100.0,10.033,384.695,384.695,0.404,2.737,,,,0.568,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,
UK,Devon CC,UKK43,"50.726350, -3.660933",6579.374,2024-01-11 09:37,3503.594,67.481,9929.079,0.0,3.007,9999.566,4.266,273.478,14.261,141.612,53.075,482.427,0.192,0.0,482.618,0.078,0.138,334.929,114.13,37.456,69.426,23.657,7.764,103.527,1.703,17.089,17.507,2.725,39.392,136.062,12.344,33.056,14.564,76.339,1.113,63.305,23.051,13.139,,13.596,3.181,,,,,,14.261,,3.209,32.198,32.984,1.924,27.817,49.753,4.514,5.325,12.087,0.407,27.914,31.209,111.736,1.288,46.713,24.788,8.084,9.717,182.889,0.553,19.924,8.114,0.106,1.18,0.008,1.612,14.554,2.421,3.272,,,,,,14.261,58.801,78.902,0.471,,,,,,52.867,141.554,44.703,14.069,66.875,263.454,26.869,26.869,14.261,10.024,,4.561,27.421,16.278,,6.165,0.075,5.73,17.081,25.616,9.278,0.016,3.037,0.39,9.064,0.192,,5.993,,2.956,0.085,0.059,0.833,,0.208,,3.553,,,,,,,,,
UK,Dorset,UKK25,"50.797312, -2.415063",2501.848,2024-01-11 09:31,1473.012,28.914,2770.804,0.0,0.166,2799.884,0.571,100.88,6.056,132.501,44.027,283.464,0.0,0.0,283.464,0.068,0.192,125.735,25.412,12.908,44.357,8.965,4.554,101.826,2.136,9.121,16.443,1.117,96.574,42.502,4.607,15.116,,38.656,,20.361,13.726,0.722,,7.528,8.799,,,,,,6.056,,4.851,20.716,37.349,0.843,72.885,42.131,4.567,,14.984,,38.318,8.299,108.391,1.667,6.335,0.623,,,92.255,2.378,4.386,16.659,0.275,0.413,0.959,3.995,25.453,2.846,2.475,,,,,,6.056,18.849,81.804,1.652,,,,,,43.979,132.501,15.367,3.31,91.45,87.779,13.755,13.755,6.056,13.102,,6.465,57.812,10.359,,5.622,0.207,12.573,6.28,17.098,0.545,2.179,9.074,1.795,0.618,,,19.986,,,,,0.312,,0.048,,,,,,,,,,,
UK,Dudley,UKG36,"52.490337, -2.124543",97.858,2024-01-11 09:30,332.383,26.489,755.173,0.0,0.074,781.735,0.278,17.622,2.718,36.45,1.571,58.361,0.248,0.0,58.609,0.053,0.176,37.302,1.316,0.0,63.916,2.255,0.0,6.743,0.043,,1.16,3.348,7.491,1.206,0.824,3.823,2.08,9.689,,13.795,4.642,7.174,,0.368,,,,,,,2.718,,2.732,,73.85,9.184,20.552,6.846,4.677,11.802,21.691,,54.984,1.571,36.45,,,,,1.316,16.306,,,,,,,,,,,,,,,,2.718,100.0,100.0,,,,,,,1.497,36.45,37.847,,92.531,17.43,172.991,172.991,2.718,0.192,,,,12.737,,,,,,23.417,19.681,,,,,0.248,,,,,,,,,0.074,,7.469,,,,,,,,,
UK,Dumfries & Galloway,UKM92,"55.049185, -3.863224",6443.3,2024-01-11 08:25,2048.657,12.82,2727.957,0.0,0.0,2740.778,0.0,71.873,38.632,36.478,8.82,155.804,0.0,0.0,155.804,0.035,0.076,64.715,7.735,1.545,41.536,4.964,0.992,34.952,,8.742,0.078,0.652,11.039,14.137,0.401,15.996,,41.339,,12.192,12.594,,,,,,,,,,38.632,,,99.113,0.887,1.788,30.263,19.67,0.558,,22.256,,57.516,1.237,36.327,,,,,,71.873,,,0.151,,,,,2.923,4.66,,,,,,,38.632,14.024,99.585,,,,,,,8.82,36.478,33.424,,100.0,49.112,438.006,438.006,38.632,22.761,,52.832,33.144,34.526,,,,0.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UK,Durham CC,UKC14,"54.686751, -1.842139",2233.565,2024-01-11 09:22,1686.11,23.694,2302.65,0.0,0.377,2326.721,1.568,124.667,9.84,217.369,10.792,362.668,1.186,0.0,363.855,0.074,0.215,206.418,22.409,28.205,56.916,6.179,7.777,44.668,,1.39,5.319,7.262,76.705,23.911,4.197,14.577,17.595,64.387,,74.143,15.274,43.985,,2.331,1.751,,,,,,9.84,,,12.884,49.284,3.341,35.288,19.18,3.367,14.113,11.693,,51.647,5.348,196.005,1.88,0.032,1.956,5.679,,115.119,3.305,10.349,2.346,4.489,0.875,,0.835,4.609,,,0.526,1.672,,,,7.641,49.555,90.171,1.508,,,,,,10.779,217.329,34.109,4.761,92.341,114.671,91.179,70.807,9.84,9.996,15.495,,42.704,7.027,4.878,,2.065,1.079,0.026,21.604,20.235,,7.742,1.521,1.569,1.186,,16.229,,4.555,,0.04,0.403,,0.013,,,,,,,,,,,
UK,Ealing,UKI73,"51.526956, -0.313351",55.378,2024-01-11 09:39,163.192,25.573,422.519,0.0,7.615,455.707,22.944,56.103,12.755,17.751,1.043,87.652,5.163,0.0,92.815,0.344,0.537,46.664,1.888,2.387,53.238,2.154,2.724,11.456,,,0.733,2.189,3.623,25.185,3.835,3.198,0.009,23.877,,7.851,3.988,0.099,,0.309,,,,,,,12.755,,,,70.321,12.334,20.412,44.89,6.835,0.016,5.7,,42.558,1.043,17.595,0.718,0.678,0.246,,,54.462,0.057,0.099,,,,,,,,,0.09,,,,,12.665,100.0,99.12,1.279,,,,,,0.996,17.751,44.228,0.558,97.074,53.527,1223.38,1214.721,12.755,2.577,,,,22.468,8.659,,,,1.208,29.679,0.558,,,0.322,0.439,5.163,,,,,,,,,0.047,,,,,,,,,,,
UK,East Ayrshire and North Ayrshire mainland,UKM93,"55.515383, -4.197395",1714.596,2024-01-11 08:25,887.131,20.373,1551.536,0.0,0.0,1571.909,0.0,53.422,3.889,42.708,2.208,102.227,0.0,0.0,102.227,0.06,0.115,67.436,0.637,6.519,65.967,0.623,6.377,53.29,0.576,0.695,0.055,1.344,15.484,32.042,1.27,4.747,,15.363,,25.881,,,,0.286,0.596,,,,,,3.889,,26.067,31.499,2.487,3.147,36.255,59.979,2.377,,8.886,,28.758,1.481,42.598,,,,,,53.422,,0.11,,,,,0.178,0.022,,0.526,,,,,,3.889,67.091,99.742,,,,,,,2.208,42.708,60.599,0.258,100.0,53.363,176.137,176.137,3.889,0.059,,,0.99,,,23.843,,,,12.938,,,8.075,,,,,27.009,,,,,,,,,,,,,,,,,,
UK,East Cumbria,UKD12,"54.640104, -2.700706",4753.575,2024-01-11 09:28,2204.567,31.478,3463.202,0.0,0.134,3494.814,0.425,54.679,2.464,102.622,58.025,217.79,0.052,0.0,217.842,0.025,0.099,152.329,29.698,15.208,69.943,13.636,6.983,59.099,1.646,20.539,12.959,0.426,22.302,16.779,3.531,6.635,,27.735,,27.888,25.352,26.653,,6.253,14.592,2.035,,,,,2.464,,2.837,35.397,22.334,0.415,21.732,30.687,6.457,,12.133,,50.723,9.688,45.673,,0.078,0.401,,,54.2,0.338,19.33,31.678,1.345,4.258,,6.818,32.231,6.258,3.029,0.031,,,,,2.432,16.696,44.506,,,,,,,58.002,98.579,27.176,18.836,99.124,46.944,4.246,4.192,2.464,7.736,,10.785,55.548,24.704,0.054,5.221,1.311,30.869,0.143,10.776,25.972,,11.75,0.329,0.734,0.052,,25.148,3.508,,0.194,4.043,4.149,,0.023,,,,,,,,,,,
UK,East Derbyshire,UKF12,"53.211129, -1.373545",502.458,2024-01-11 09:14,721.917,13.558,993.346,0.0,0.376,1007.28,2.7,59.561,8.747,44.606,4.268,117.183,0.304,0.0,117.487,0.083,0.162,74.092,25.796,31.223,63.228,22.013,26.645,37.591,0.034,2.819,0.245,2.435,6.402,8.1,1.849,16.308,5.607,27.696,,9.613,18.661,7.496,,1.17,,,,,,,8.747,,0.801,66.043,5.74,5.459,14.351,13.6,3.105,9.413,27.38,,46.501,0.517,25.366,,0.445,2.464,1.553,0.885,54.214,0.047,0.683,2.157,14.969,1.385,,1.029,0.63,1.02,1.072,,,,,,8.747,12.117,56.867,,,,,,,4.218,44.466,21.552,1.53,91.023,55.451,204.935,204.935,8.747,4.11,,23.9,14.769,41.834,,25.118,33.558,4.835,0.747,27.416,16.804,,24.097,0.104,4.138,0.304,,,,2.607,0.07,0.14,3.106,,0.051,,1.485,,,,,,,,,
UK,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",UKM81,"56.109474, -4.715719",734.498,2024-01-11 08:27,460.631,13.541,865.263,0.0,0.1,878.903,0.731,67.59,4.464,38.548,15.998,126.6,0.0,0.0,126.6,0.147,0.275,89.483,11.471,16.451,70.682,9.061,12.994,74.43,,13.161,2.167,9.656,5.163,31.023,8.156,0.341,2.748,25.323,,21.209,0.58,0.779,1.161,0.67,,,,,,,4.464,,,82.267,13.547,25.048,13.393,45.898,12.067,4.065,0.504,,37.466,0.965,37.594,2.933,,,,,64.657,0.356,0.598,,,,,,7.448,6.56,1.024,,,,,,4.464,6.034,97.525,4.339,,,,,,15.998,38.548,55.021,1.551,95.661,66.861,27.902,27.902,4.464,0.729,,41.007,46.557,1.505,,6.401,,,,4.186,2.021,,,0.923,,,,,,,,,,,,,,3.012,,,,,,,,
UK,East Kent,UKJ44,"51.150211, 1.198469",1084.497,2024-01-11 09:33,1156.14,53.779,2045.402,0.0,0.902,2100.083,1.649,157.292,9.359,51.664,27.656,245.97,0.943,0.0,246.913,0.136,0.213,206.659,15.996,15.904,84.018,6.503,6.466,35.644,0.908,4.979,1.517,4.316,4.876,116.315,4.59,6.081,6.601,23.56,0.145,30.56,2.348,9.563,,19.375,0.876,,,,,,9.359,,3.285,18.005,5.485,8.355,9.438,73.948,2.918,4.197,3.866,0.092,14.978,20.572,44.196,0.319,2.435,0.743,,,153.796,5.884,1.49,0.093,,,1.619,0.171,3.171,2.123,,,,,,,9.359,74.385,85.546,0.203,,,,,,27.265,51.617,59.152,2.884,97.777,149.334,33.84,33.84,9.359,7.958,,7.678,11.466,4.545,,,,0.18,1.548,70.058,18.51,5.854,0.617,11.39,0.472,0.943,,3.168,,,0.172,0.046,,,0.39,,,,,,,,,,,
UK,East Lancashire,UKD46,"53.782421, -2.295529",491.248,2024-01-11 09:02,492.744,22.325,1156.589,0.0,0.425,1179.339,1.868,48.668,14.678,43.309,10.74,117.396,0.0,0.0,117.396,0.099,0.238,73.499,2.205,0.226,62.608,1.878,0.193,34.849,2.136,1.252,2.524,1.873,9.495,15.272,4.32,11.877,,17.199,,23.511,1.684,6.747,,3.413,1.414,,,,,,14.678,,19.89,11.661,23.502,4.324,21.924,31.38,8.876,,24.405,,35.34,8.837,42.257,0.24,,0.062,0.021,,48.345,,1.025,0.027,,,,,1.046,,0.857,,,,,,14.678,82.28,97.571,0.493,,,,,,10.74,43.269,54.285,2.366,99.336,45.359,136.674,136.674,14.678,3.31,,,9.739,3.889,,7.981,,0.063,,31.779,15.578,,,,0.128,,,13.168,,0.043,,0.041,,,,,,,,,,,,,,
UK,East Lothian and Midlothian,UKM73,"55.888030, -2.886364",1036.153,2024-01-11 08:28,967.385,7.071,954.356,0.0,0.243,961.67,3.323,79.655,21.964,49.148,2.459,153.225,0.995,0.102,154.323,0.082,0.158,119.68,23.773,57.39,78.107,15.515,37.455,124.633,0.026,0.658,1.48,0.434,4.015,48.941,2.414,0.649,21.565,6.087,,40.27,3.374,1.054,,0.227,0.067,,,,,,21.964,,1.05,26.765,60.206,0.882,8.17,61.441,3.031,27.072,0.815,,7.641,2.129,37.468,1.532,3.011,10.436,,,64.677,5.717,2.693,2.536,0.733,,,,,0.33,,,,,,,21.964,86.594,76.236,1.923,,,,,,2.459,49.148,81.938,5.479,81.196,79.655,893.354,893.354,21.964,,,13.406,,6.865,,,1.492,5.16,3.78,9.251,2.145,,,11.633,13.101,0.995,0.102,2.728,,,,,,,,,,,,,,,,,,
UK,East Merseyside,UKD71,"53.426609, -2.767871",302.069,2024-01-11 09:12,805.435,45.91,1373.9,1.667,0.134,1421.612,0.291,100.188,8.628,123.637,8.201,240.653,0.035,0.0,240.688,0.124,0.299,160.591,4.271,64.832,66.731,1.775,26.94,25.925,0.049,0.46,2.485,6.783,18.698,36.718,11.012,1.233,0.973,50.251,,86.412,7.573,4.171,,5.192,,0.014,,,,,8.628,,0.598,5.61,30.305,5.486,15.124,36.649,10.992,0.972,1.231,,50.157,5.264,119.209,0.5,1.522,,0.057,,98.108,1.823,1.475,1.129,,,,2.936,,,,,,,,,8.628,64.195,96.419,0.499,,,,,,8.043,123.413,69.892,1.193,97.924,94.296,105.205,105.205,8.227,5.892,,,,6.125,,,,0.913,1.519,63.312,3.373,,35.805,1.475,,0.035,,,0.174,0.057,,0.224,,0.401,0.158,,,,,,,,,,,
UK,East Riding of Yorkshire,UKE12,"53.892444, -0.544245",2411.799,2024-01-11 09:07,1268.965,30.768,2450.76,0.0,0.417,2481.944,1.336,102.329,13.173,50.048,4.201,169.75,0.0,0.156,169.907,0.081,0.134,115.468,7.297,11.707,68.022,4.299,6.897,20.485,0.008,1.947,1.803,3.472,3.531,51.574,2.467,12.511,,35.776,,25.445,15.902,1.369,0.329,0.443,,,,,,,13.173,,0.188,46.36,42.913,6.937,7.055,50.401,2.411,,12.226,,34.962,1.923,45.95,,,,2.121,,100.208,0.886,,,3.212,,,0.352,1.2,,0.725,,,,,,13.173,45.772,91.811,,,,,,,4.201,49.986,50.841,,97.928,101.633,313.588,313.588,13.173,0.695,,,28.572,31.774,,17.269,6.418,,,10.54,2.736,,8.387,1.771,,,0.156,,,2.072,,0.062,,,,,,0.658,,,,,,,,
UK,East Surrey,UKJ26,"51.242874, -0.170643",669.819,2024-01-11 09:44,896.78,23.819,1264.902,0.0,0.21,1288.931,0.873,35.694,9.462,48.259,20.52,113.936,0.0,0.0,113.936,0.04,0.127,65.207,12.851,6.411,57.232,11.279,5.627,73.338,2.895,4.85,7.053,0.809,15.254,14.53,0.27,2.406,1.529,16.958,,24.343,2.143,5.709,,3.957,1.765,,,,,,9.462,,14.109,23.633,34.372,1.676,31.609,40.708,0.755,4.284,6.742,,47.511,8.347,35.092,0.17,0.282,,,,35.242,5.748,2.04,3.58,1.799,,,5.204,3.977,2.084,0.909,,,,,,9.462,40.676,72.716,0.478,,,,,,20.496,46.194,50.442,4.227,98.734,31.656,46.111,46.111,9.462,4.038,,10.154,19.38,4.442,,4.431,3.728,7.418,0.789,19.285,11.831,,25.359,11.911,,,,8.601,,,,2.065,,,0.025,,,,,,,,,,,
UK,East Sussex CC,UKJ22,"50.940332, 0.370065",1715.345,2024-01-11 08:49,1478.564,37.492,2130.484,0.0,0.0,2167.976,0.0,47.56,7.142,107.73,26.103,188.535,1.355,0.0,189.89,0.032,0.128,147.893,33.173,53.29,78.443,17.595,28.265,54.785,2.712,10.614,4.688,3.179,9.654,8.648,0.085,8.349,11.321,19.158,,84.301,2.748,7.848,,7.841,0.248,,,,,,7.142,,10.388,40.664,17.959,2.951,8.962,18.183,0.178,23.803,17.555,,40.281,5.801,84.496,,0.874,8.95,4.133,,33.604,6.018,10.354,4.544,2.318,,,14.667,5.635,,,,,,,,7.142,22.223,78.433,,,,,,,26.103,107.73,78.252,9.611,70.656,45.382,27.361,27.361,7.142,2.178,,,21.587,2.551,,,2.151,4.218,1.837,30.038,7.285,,56.19,5.586,18.818,1.355,,0.951,,8.69,0.161,,,,,,,,,,,,,,,
UK,"Edinburgh, City of",UKM75,"55.909435, -3.275690",263.39,2024-01-11 08:29,539.537,36.457,1081.733,0.0,4.099,1122.289,10.107,98.319,24.932,115.056,19.087,257.394,16.143,0.0,273.537,0.182,0.477,203.238,58.793,110.33,78.96,22.842,42.864,153.38,1.325,6.257,3.396,19.005,2.626,60.828,8.837,0.752,4.683,23.202,0.017,82.83,4.325,3.352,2.918,6.9,1.209,,,,,,24.932,,6.943,32.782,17.793,16.518,2.282,61.868,8.988,4.763,0.765,0.017,23.599,12.387,68.549,9.038,1.581,1.414,,0.017,86.269,28.61,12.912,4.793,0.192,,0.104,3.288,2.45,,0.857,,,,,,24.932,64.896,59.579,9.193,,,,,,17.664,115.056,71.991,11.222,87.744,81.381,130.624,130.624,24.879,16.938,,,12.838,3.759,,4.492,0.167,4.166,1.608,36.148,2.914,0.547,17.227,24.866,1.438,16.143,,6.334,,,0.414,,,0.053,1.423,,0.017,2.536,,,,,,,,
UK,Enfield,UKI54,"51.647554, -0.082063",82.46,2024-01-11 09:34,225.186,18.509,456.146,0.403,1.046,476.105,5.349,61.94,6.354,18.166,6.644,93.104,2.394,0.0,95.498,0.275,0.413,60.463,6.125,0.884,64.941,6.579,0.949,13.683,0.021,3.206,2.104,1.641,1.859,26.803,5.764,0.603,6.446,22.325,,10.612,0.062,3.992,,1.308,0.005,,,,,,6.354,,0.323,48.257,31.666,9.031,10.232,43.272,9.306,10.407,0.974,,36.042,6.644,17.94,0.899,0.811,4.696,0.06,,55.475,0.175,,,0.05,,,,,,,,,,,,6.354,100.0,98.758,1.451,,,,,,6.6,18.166,58.419,,89.561,51.785,95.645,95.645,6.354,10.156,,,,0.342,,,0.278,,1.309,19.686,21.976,,,0.964,7.581,2.394,,0.068,,0.097,,,,,0.044,,,,,,,,,,,
UK,Essex Haven Gateway,UKH34,"51.919365, 0.849578",1283.509,2024-01-11 09:15,1341.041,23.127,1816.481,0.0,0.071,1839.679,0.305,144.532,4.443,34.731,15.65,199.356,0.223,0.0,199.579,0.108,0.149,115.769,3.93,16.049,58.072,1.972,8.051,39.907,1.685,3.743,5.113,5.241,7.211,54.905,14.172,8.471,0.166,66.819,,17.302,4.976,,,3.958,1.151,,,,,,4.443,,10.765,23.918,32.672,15.091,20.763,37.988,9.805,0.115,5.861,,46.231,9.248,29.437,0.483,2.175,1.15,,,140.724,2.051,,3.243,,,,2.733,3.536,,0.133,,,,,,4.443,59.092,84.757,0.334,,,,,,15.4,34.697,49.818,,97.365,141.998,28.389,28.389,4.443,2.534,,,22.597,14.328,,0.85,,9.337,1.505,25.289,,,17.461,5.906,0.796,0.223,,7.356,,,,0.033,,,0.25,,,,,,,,,,,
UK,Essex Thames Gateway,UKH37,"51.579685, 0.558084",326.217,2024-01-11 09:18,424.418,14.795,973.314,0.0,0.0,988.109,0.0,58.394,0.237,18.989,3.532,81.152,0.0,0.0,81.152,0.138,0.191,31.938,0.0,3.376,39.356,0.0,4.16,46.524,0.314,0.635,0.195,0.123,9.679,19.088,0.111,0.091,,39.103,,9.188,,,,2.388,,,,,,,0.237,,8.896,17.98,5.516,0.646,50.972,32.689,0.191,,0.156,,66.964,1.434,18.989,,,,,,58.394,,,,,,,2.091,,,0.007,,,,,,0.237,40.607,100.0,,,,,,,3.379,18.989,48.382,,100.0,53.448,6.72,6.72,0.237,4.946,,,,,,0.195,,,,67.608,,,59.198,,,,,,,,,,,,0.153,,,,,,,,,,,
UK,Falkirk,UKM76,"56.001306, -3.748576",297.831,2024-01-11 08:29,410.029,7.581,631.133,0.0,0.088,638.802,1.147,33.232,2.109,86.182,21.565,143.087,0.0,0.0,143.087,0.081,0.349,114.004,3.433,23.038,79.675,2.4,16.101,34.435,0.031,1.981,10.33,4.907,9.252,21.045,2.506,1.784,0.505,7.392,,65.456,1.421,5.146,,1.823,6.959,0.441,,,,,2.109,,0.144,9.184,47.901,5.694,10.736,63.328,7.542,1.518,5.368,,22.243,6.778,84.531,0.097,,0.43,1.175,0.081,31.449,0.937,0.003,0.71,,,,0.936,13.609,0.242,,,,,,,2.109,31.432,98.085,0.291,,,,,,21.565,86.182,75.951,0.003,94.635,26.004,9.778,9.778,2.109,7.227,,1.124,63.105,1.649,,,,0.824,,8.455,5.971,,4.338,1.088,1.294,,,32.269,2.046,3.537,,,,,,,0.243,,,,,,,,,
