Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,overview-local-road-network,local-contra,local-oneway,local-twoway,ratio-contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-limited_access-gravel_dirt-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-asphalt_concrete-km,surface_type-track-stabilised_gravel-km,surface_type-track-gravel_dirt-km,surface_type-track-unrecognised-km,surface_type-track-unknown-km,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unrecognised,percent_surface_type-track-unknown,surface_quality-limited_access-not_rideable-km,surface_quality-track-unknown-km,percent_quality-limited_access-not_rideable,percent_quality-track-unknown,type-limited_access-bidirectional,type-pedestrian-bidirectional,type-track-bidirectional
AL,Gjirokastër,AL033,"40.1546285, 20.21572455847553",2880.663,2023-06-20 10:59,574.041,1442.840,0.000,2.861,1439.979,0,2.289,0.000,0.000,1.640,3.928,0.000,0.000,3.928,0.004,0.007,3.928,1.640,0.000,100.000,41.742,0.000,1.640,2.289,,,,,,100.000,100.000,,,,,,1.640,2.289,100.000,100.000,1.640,1.997,2.289
