Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,local_oneway_km,local_twoway_km,local_dualcw_km,local_contra_km,overview-local-road-network,ratio_contraflow,overview-track-km,overview-lane-km,overview-shared-pedestrians-km,overview-limited-access-km,overview-busway-km,overview-street-km,overview-total-cycle-infrastructure,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-lane-unknown-km,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unknown-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-stabilised_gravel-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-gravel_dirt-km,surface_type-track-stabilised_gravel-km,surface_type-track-unknown-km,surface_type-track-unrecognised-km,surface_type-shared_pedestrians-unrecognised-km,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-unrecognised-km,surface_type-lane-asphalt_concrete-km,surface_type-lane-blocks_slabs_cobbles-km,surface_type-lane-gravel_dirt-km,surface_type-lane-stabilised_gravel-km,surface_type-lane-unrecognised-km,percent_surface_type-lane-unknown,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unknown,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-gravel_dirt,percent_surface_type-shared_pedestrians-stabilised_gravel,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-gravel_dirt,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-unknown,percent_surface_type-track-unrecognised,surface_quality-lane-unknown-km,surface_quality-limited_access-perfectly_rideable-km,surface_quality-limited_access-unknown-km,surface_quality-limited_access-well_rideable-km,surface_quality-shared_pedestrians-moderatly_rideable-km,surface_quality-shared_pedestrians-not_rideable-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-track-badly_rideable-km,surface_quality-track-unknown-km,surface_quality-track-well_rideable-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-moderatly_rideable-km,surface_quality-track-not_rideable-km,surface_quality-shared_pedestrians-perfectly_rideable-km,surface_quality-shared_pedestrians-badly_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-lane-perfectly_rideable-km,surface_quality-lane-well_rideable-km,surface_quality-lane-moderatly_rideable-km,surface_quality-lane-badly_rideable-km,surface_quality-lane-not_rideable-km,percent_quality-lane-unknown,percent_quality-limited_access-perfectly_rideable,percent_quality-limited_access-unknown,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-moderatly_rideable,percent_quality-shared_pedestrians-not_rideable,percent_quality-shared_pedestrians-unknown,percent_quality-shared_pedestrians-well_rideable,percent_quality-track-badly_rideable,percent_quality-track-unknown,percent_quality-track-well_rideable,percent_quality-track-perfectly_rideable,percent_quality-track-stabilised_gravel,percent_quality-track-gravel_dirt,percent_quality-track-unrecognised,type-lane-unidirectional,type-lane-bidirectional,type-limited_access-bidirectional,type-pedestrian-bidirectional,type-shared_pedestrians-unidirectional,type-shared_pedestrians-bidirectional,type-street-unidirectional,type-street-bidirectional,type-track-unidirectional,type-track-bidirectional
CycleRight,Deinze,Deinze,"51.024143, 3.534219",128.215,2024-06-24 13:24,135.060,6.316,417.376,0.000,7.346,431.038,53.770,61.422,41.827,9.440,16.256,0,19.520,112.689,148.465,0.455,0.834,37.048,2.662,10.162,28.732,2.064,7.881,41.827,12.148,0.364,0.126,3.618,7.633,0.423,0.086,0.534,0.763,13.128,1.620,0.063,0.923,45.689,,,,,,,,,,100.000,74.730,2.238,0.775,22.257,80.861,4.485,0.914,5.661,8.079,21.373,2.637,0.102,1.502,74.385,,41.827,0.883,14.412,0.961,0.049,0.037,9.330,0.024,0.666,60.715,0.042,,,,,,,,,,,,,,100.000,5.435,88.654,5.911,0.519,0.396,98.836,0.250,1.084,98.848,0.068,,,,,30.506,11.321,16.256,16.017,0.214,9.226,0.383,19.137,19.269,42.153
