Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,local_oneway_km,local_twoway_km,local_dualcw_km,local_contra_km,overview-local-road-network,ratio_contraflow,overview-track-km,overview-lane-km,overview-shared-pedestrians-km,overview-limited-access-km,overview-busway-km,overview-street-km,overview-total-cycle-infrastructure,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-lane-unknown-km,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unknown-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-stabilised_gravel-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-gravel_dirt-km,surface_type-track-unknown-km,surface_type-track-stabilised_gravel-km,surface_type-track-unrecognised-km,surface_type-shared_pedestrians-unrecognised-km,surface_type-limited_access-unrecognised-km,surface_type-lane-asphalt_concrete-km,surface_type-lane-blocks_slabs_cobbles-km,surface_type-lane-gravel_dirt-km,surface_type-lane-stabilised_gravel-km,surface_type-lane-unrecognised-km,percent_surface_type-lane-unknown,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unknown,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-gravel_dirt,percent_surface_type-shared_pedestrians-stabilised_gravel,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unknown,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-unrecognised,surface_quality-lane-unknown-km,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-unknown-km,surface_quality-shared_pedestrians-perfectly_rideable-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-track-unknown-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-well_rideable-km,surface_quality-track-moderatly_rideable-km,surface_quality-track-badly_rideable-km,surface_quality-track-not_rideable-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-shared_pedestrians-moderatly_rideable-km,surface_quality-shared_pedestrians-badly_rideable-km,surface_quality-shared_pedestrians-not_rideable-km,surface_quality-limited_access-perfectly_rideable-km,surface_quality-limited_access-well_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-lane-perfectly_rideable-km,surface_quality-lane-well_rideable-km,surface_quality-lane-moderatly_rideable-km,surface_quality-lane-badly_rideable-km,surface_quality-lane-not_rideable-km,percent_quality-lane-unknown,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-unknown,percent_quality-shared_pedestrians-perfectly_rideable,percent_quality-shared_pedestrians-unknown,percent_quality-track-unknown,percent_quality-track-perfectly_rideable,percent_quality-track-well_rideable,percent_quality-track-stabilised_gravel,percent_quality-track-gravel_dirt,percent_quality-track-unrecognised,type-lane-unidirectional,type-lane-bidirectional,type-limited_access-unidirectional,type-limited_access-bidirectional,type-pedestrian-bidirectional,type-shared_pedestrians-unidirectional,type-shared_pedestrians-bidirectional,type-track-unidirectional,type-track-bidirectional
CycleRight,Blekinge län,Blekinge län,"56.124012, 15.402209",6973.893,2024-06-24 13:21,1896.381,19.421,3220.336,0.000,0.106,3239.863,0.542,66.552,4.944,336.409,34.477,0,0,407.905,442.382,0.035,0.215,240.766,7.938,10.558,54.425,1.794,2.387,4.944,0.747,0.079,26.922,0.074,6.655,143.152,38.440,14.296,4.546,135.975,7.408,2.515,2.586,54.042,,,,,,,,,,100.000,2.166,0.230,78.088,0.214,19.302,42.553,11.427,4.249,1.351,40.420,11.131,3.779,3.886,81.203,,,4.944,2.165,32.311,5.773,330.636,66.552,,,,,,,,,,,,,,,,,,,100.000,6.281,93.719,1.716,98.284,100.000,,,,,,4.317,0.627,0.130,34.347,34.669,0.021,336.388,5.506,61.046
