Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,overview-local-road-network,local-contra,local-oneway,local-twoway,ratio-contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-limited_access-gravel_dirt-km,surface_type-track-asphalt_concrete-km,surface_type-track-unknown-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-stabilised_gravel-km,surface_type-track-gravel_dirt-km,surface_type-track-unrecognised-km,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-unknown,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unrecognised,surface_quality-limited_access-moderatly_rideable-km,surface_quality-track-unknown-km,percent_quality-limited_access-moderatly_rideable,percent_quality-track-unknown,type-lane-unidirectional,type-limited_access-bidirectional,type-pedestrian-bidirectional,type-track-unidirectional,type-track-bidirectional
AL,Fier,AL032,"40.7520775, 19.5671028507948",1881.631,2023-06-20 10:59,920.931,2460.891,0.000,2.267,2458.624,0,1.759,0.641,0.000,0.973,3.372,0.000,0.000,3.372,0.002,0.004,2.389,0.546,0.000,70.836,16.197,0.000,0.973,1.416,0.343,,,,,100.000,80.514,19.486,,,,,0.973,1.759,100.000,100.000,0.641,0.973,1.128,0.148,1.611
