Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,overview-local-road-network,local-contra,local-oneway,local-twoway,ratio-contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-unknown-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-stabilised_gravel-km,surface_type-track-gravel_dirt-km,surface_type-track-unrecognised-km,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-unknown,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unrecognised,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-limited_access-unknown-km,surface_quality-track-unknown-km,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-not_rideable,percent_quality-limited_access-unknown,percent_quality-track-unknown,type-limited_access-bidirectional,type-track-bidirectional
AL,Dibër,AL011,"41.6117215, 20.19060807380074",2470.309,2023-06-20 10:59,519.406,1667.108,0.000,0.292,1666.816,0,1.102,0.000,0.000,3.532,4.634,0.000,0.000,4.634,0.002,0.009,3.285,1.578,1.708,70.897,34.048,36.849,0.141,0.267,2.822,0.302,0.055,1.046,,,,,3.979,7.562,79.904,8.556,5.023,94.977,,,,,0.141,1.437,1.954,1.102,3.979,40.690,55.331,100.000,3.532,1.102
