Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,overview-local-road-network,local-contra,local-oneway,local-twoway,ratio-contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-unknown-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-stabilised_gravel-km,surface_type-track-gravel_dirt-km,surface_type-track-unrecognised-km,surface_type-track-unknown-km,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-unknown,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unrecognised,percent_surface_type-track-unknown,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-limited_access-unknown-km,surface_quality-shared_pedestrians-perfectly_rideable-km,surface_quality-track-perfectly_rideable-km,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-moderatly_rideable,percent_quality-limited_access-not_rideable,percent_quality-limited_access-unknown,percent_quality-shared_pedestrians-perfectly_rideable,percent_quality-track-perfectly_rideable,type-limited_access-bidirectional,type-pedestrian-bidirectional,type-shared_pedestrians-bidirectional,type-track-bidirectional
AL,Vlorë,AL035,"40.1515755, 19.75504624254388",2707.548,2023-06-20 10:59,783.111,1918.387,0.000,5.923,1912.464,0,2.549,0.000,0.626,55.968,59.143,0.000,0.000,59.143,0.003,0.076,54.334,54.304,0.526,91.868,91.818,0.889,51.158,4.810,0.626,2.549,,,,,,91.406,8.594,100.000,100.000,,,,,,13.455,21.753,20.730,0.030,0.626,2.549,24.041,38.866,37.039,0.053,100.000,100.000,55.968,3.788,0.626,2.549
