Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,overview-local-road-network,local-contra,local-oneway,local-twoway,ratio-contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-stabilised_gravel-km,surface_type-track-gravel_dirt-km,surface_type-track-unrecognised-km,surface_type-track-unknown-km,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unrecognised,percent_surface_type-track-unknown,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-not_rideable-km,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-not_rideable,type-limited_access-bidirectional,type-pedestrian-bidirectional
AL,Berat,AL031,"40.6188755, 20.100467347402585",1801.967,2023-06-20 10:59,462.434,1462.515,0.000,0.306,1462.208,0,0.000,0.000,0.000,5.886,5.886,0.000,0.000,5.886,0.000,0.013,4.541,5.886,0.000,77.150,100.000,0.000,4.541,1.345,,,,,,,77.150,22.850,,,,,,,1.824,4.063,30.982,69.018,5.886,0.254
