Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,overview-local-road-network,local-contra,local-oneway,local-twoway,ratio-contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unknown-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-gravel_dirt-km,surface_type-track-stabilised_gravel-km,surface_type-track-unknown-km,surface_type-track-unrecognised-km,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unknown,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-gravel_dirt,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-gravel_dirt,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-unknown,percent_surface_type-track-unrecognised,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-perfectly_rideable-km,surface_quality-limited_access-unknown-km,surface_quality-limited_access-well_rideable-km,surface_quality-shared_pedestrians-badly_rideable-km,surface_quality-shared_pedestrians-moderatly_rideable-km,surface_quality-shared_pedestrians-perfectly_rideable-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-track-badly_rideable-km,surface_quality-track-moderatly_rideable-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-unknown-km,surface_quality-track-well_rideable-km,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-moderatly_rideable,percent_quality-limited_access-perfectly_rideable,percent_quality-limited_access-unknown,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-badly_rideable,percent_quality-shared_pedestrians-moderatly_rideable,percent_quality-shared_pedestrians-perfectly_rideable,percent_quality-shared_pedestrians-unknown,percent_quality-shared_pedestrians-well_rideable,percent_quality-track-badly_rideable,percent_quality-track-moderatly_rideable,percent_quality-track-perfectly_rideable,percent_quality-track-unknown,percent_quality-track-well_rideable,type-lane-unidirectional,type-limited_access-bidirectional,type-pedestrian-bidirectional,type-shared_pedestrians-bidirectional,type-street-unidirectional,type-street-bidirectional,type-track-unidirectional,type-track-bidirectional
BE,Arr. Arlon,BE341,"49.6999235, 5.783578930632087",319.180,2023-06-19 23:56,483.475,331.528,4.749,19.443,307.336,19.632,21.868,1.513,6.964,18.835,49.179,0.000,0.666,49.845,0.045,0.102,38.294,7.888,5.847,77.866,16.039,11.890,8.693,0.368,1.311,2.536,5.927,5.474,0.082,0.985,0.423,17.992,0.818,0.021,0.015,3.022,,46.155,1.953,6.959,13.467,31.467,78.610,1.173,14.143,6.074,82.276,3.742,0.094,0.066,13.821,,0.784,7.104,1.676,3.135,6.136,0.193,1.178,0.336,3.679,1.577,0.108,0.198,1.182,19.898,0.481,4.162,37.718,8.897,16.645,32.579,2.777,16.911,4.831,52.833,22.649,0.495,0.907,5.404,90.992,2.201,1.513,18.835,33.822,6.964,0.122,0.544,1.990,19.877
