Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,local_oneway_km,local_twoway_km,local_contra_km,overview-local-road-network,ratio_contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unknown-km,surface_type-limited_access-unrecognised-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-stabilised_gravel-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-stabilised_gravel-km,surface_type-track-unknown-km,surface_type-track-gravel_dirt-km,surface_type-track-unrecognised-km,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unknown,percent_surface_type-limited_access-unrecognised,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-gravel_dirt,percent_surface_type-shared_pedestrians-stabilised_gravel,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-unknown,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unrecognised,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-limited_access-perfectly_rideable-km,surface_quality-limited_access-unknown-km,surface_quality-limited_access-well_rideable-km,surface_quality-shared_pedestrians-perfectly_rideable-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-unknown-km,surface_quality-track-well_rideable-km,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-moderatly_rideable,percent_quality-limited_access-not_rideable,percent_quality-limited_access-perfectly_rideable,percent_quality-limited_access-unknown,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-perfectly_rideable,percent_quality-shared_pedestrians-unknown,percent_quality-shared_pedestrians-well_rideable,percent_quality-track-perfectly_rideable,percent_quality-track-unknown,percent_quality-track-well_rideable,type-lane-unidirectional,type-lane-bidirectional,type-limited_access-unidirectional,type-limited_access-bidirectional,type-pedestrian-unidirectional,type-pedestrian-bidirectional,type-shared_pedestrians-unidirectional,type-shared_pedestrians-bidirectional,type-street-unidirectional,type-street-bidirectional,type-track-unidirectional,type-track-bidirectional
BE,Arr. Oudenaarde,BE235,"50.837578500000006, 3.640576864484861",422.575,2023-07-03 00:55,368.829,14.892,1316.385,25.320,1356.596,62.966,85.825,36.855,17.437,55.079,195.197,0.000,8.188,203.385,0.233,0.529,102.400,16.574,9.702,52.460,8.491,4.971,33.347,1.839,5.940,1.142,12.430,0.382,13.673,2.473,0.630,0.223,0.438,37.945,4.395,0.412,43.073,,,60.543,3.339,10.784,2.073,22.567,0.694,78.413,14.181,3.612,1.280,2.514,44.212,5.121,0.480,50.187,,,0.707,5.663,1.193,8.131,16.727,22.658,1.626,15.315,0.495,3.717,81.138,0.971,1.284,10.282,2.166,14.762,30.369,41.137,9.328,87.831,2.841,4.331,94.538,1.131,11.209,25.646,0.159,54.920,0.019,52.724,0.014,17.423,1.733,6.455,30.319,55.507
