Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,local_oneway_km,local_twoway_km,local_contra_km,overview-local-road-network,ratio_contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unknown-km,surface_type-limited_access-unrecognised-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-gravel_dirt-km,surface_type-track-unknown-km,surface_type-track-stabilised_gravel-km,surface_type-track-unrecognised-km,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unknown,percent_surface_type-limited_access-unrecognised,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-gravel_dirt,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-gravel_dirt,percent_surface_type-track-unknown,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-unrecognised,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-perfectly_rideable-km,surface_quality-limited_access-unknown-km,surface_quality-limited_access-well_rideable-km,surface_quality-shared_pedestrians-moderatly_rideable-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-shared_pedestrians-well_rideable-km,surface_quality-track-moderatly_rideable-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-unknown-km,surface_quality-track-well_rideable-km,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-moderatly_rideable,percent_quality-limited_access-perfectly_rideable,percent_quality-limited_access-unknown,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-moderatly_rideable,percent_quality-shared_pedestrians-unknown,percent_quality-shared_pedestrians-well_rideable,percent_quality-track-moderatly_rideable,percent_quality-track-perfectly_rideable,percent_quality-track-unknown,percent_quality-track-well_rideable,type-lane-unidirectional,type-limited_access-unidirectional,type-limited_access-bidirectional,type-pedestrian-unidirectional,type-pedestrian-bidirectional,type-shared_pedestrians-bidirectional,type-track-unidirectional,type-track-bidirectional
BE,Arr. Dinant,BE351,"50.101284, 4.96413171475672",1597.405,2023-07-03 00:29,1433.274,30.109,1597.643,9.817,1637.570,24.588,105.515,0.190,10.801,94.098,210.604,0.000,0.000,210.604,0.074,0.147,136.151,35.750,48.064,64.648,16.975,22.822,20.790,3.233,26.427,7.716,34.589,1.342,4.187,0.164,0.402,6.049,55.535,14.592,1.763,33.625,,,22.094,3.436,28.085,8.200,36.759,1.427,38.761,1.516,3.725,55.999,52.632,13.829,1.671,31.868,,,20.180,28.482,1.689,30.587,13.159,0.164,9.457,1.181,0.525,6.468,95.710,2.811,21.446,30.269,1.795,32.505,13.985,1.516,87.550,10.934,0.498,6.130,90.708,2.664,0.190,4.294,89.804,0.039,125.470,10.801,0.870,104.645
