Country,City,NUTS_ID,"Lat, Lon",Area,Date,overview-main-road-network,local_oneway_km,local_twoway_km,local_contra_km,overview-local-road-network,ratio_contraflow,overview-cycle_tracks-km,overview-cycle_lanes-km,overview-shared_pedestrians-km,overview-limited-access-km,overview-total-cycle-infrastructure,overview-busways-km,overview-cycle_streets-km,overview-ext-cycle-infrastructure,ratio-cycle_tracks-main_roads,ratio-cycle_infra-main_roads,sum_total_surface,sum_total_smoothness,sum_total_width,percentage_with_surface_tag,percentage_with_smoothness_tag,percentage_with_width_tag,surface_type-limited_access-asphalt_concrete-km,surface_type-limited_access-blocks_slabs_cobbles-km,surface_type-limited_access-gravel_dirt-km,surface_type-limited_access-stabilised_gravel-km,surface_type-limited_access-unknown-km,surface_type-shared_pedestrians-asphalt_concrete-km,surface_type-shared_pedestrians-blocks_slabs_cobbles-km,surface_type-shared_pedestrians-gravel_dirt-km,surface_type-shared_pedestrians-stabilised_gravel-km,surface_type-shared_pedestrians-unknown-km,surface_type-track-asphalt_concrete-km,surface_type-track-blocks_slabs_cobbles-km,surface_type-track-gravel_dirt-km,surface_type-track-stabilised_gravel-km,surface_type-track-unknown-km,surface_type-track-unrecognised-km,percent_surface_type-limited_access-asphalt_concrete,percent_surface_type-limited_access-blocks_slabs_cobbles,percent_surface_type-limited_access-gravel_dirt,percent_surface_type-limited_access-stabilised_gravel,percent_surface_type-limited_access-unknown,percent_surface_type-shared_pedestrians-asphalt_concrete,percent_surface_type-shared_pedestrians-blocks_slabs_cobbles,percent_surface_type-shared_pedestrians-gravel_dirt,percent_surface_type-shared_pedestrians-stabilised_gravel,percent_surface_type-shared_pedestrians-unknown,percent_surface_type-track-asphalt_concrete,percent_surface_type-track-blocks_slabs_cobbles,percent_surface_type-track-gravel_dirt,percent_surface_type-track-stabilised_gravel,percent_surface_type-track-unknown,percent_surface_type-track-unrecognised,surface_quality-limited_access-badly_rideable-km,surface_quality-limited_access-moderatly_rideable-km,surface_quality-limited_access-not_rideable-km,surface_quality-limited_access-unknown-km,surface_quality-limited_access-well_rideable-km,surface_quality-shared_pedestrians-perfectly_rideable-km,surface_quality-shared_pedestrians-unknown-km,surface_quality-track-moderatly_rideable-km,surface_quality-track-perfectly_rideable-km,surface_quality-track-unknown-km,surface_quality-track-well_rideable-km,percent_quality-limited_access-badly_rideable,percent_quality-limited_access-moderatly_rideable,percent_quality-limited_access-not_rideable,percent_quality-limited_access-unknown,percent_quality-limited_access-well_rideable,percent_quality-shared_pedestrians-perfectly_rideable,percent_quality-shared_pedestrians-unknown,percent_quality-track-moderatly_rideable,percent_quality-track-perfectly_rideable,percent_quality-track-unknown,percent_quality-track-well_rideable,type-busway-unidirectional,type-lane-unidirectional,type-lane-bidirectional,type-limited_access-unidirectional,type-limited_access-bidirectional,type-pedestrian-unidirectional,type-pedestrian-bidirectional,type-shared_pedestrians-bidirectional,type-street-unidirectional,type-track-unidirectional,type-track-bidirectional
BE,Arr. Mons,BE323,"50.4603185, 3.9097389372897196",589.047,2023-07-03 00:41,769.481,114.688,1133.801,33.458,1281.947,22.584,158.615,16.867,8.424,89.745,273.651,0.011,0.290,273.952,0.206,0.356,140.696,8.390,59.207,51.414,3.066,21.636,23.850,1.223,20.246,0.728,43.698,1.297,0.648,1.691,0.068,4.720,87.245,1.258,1.828,0.614,67.670,,26.575,1.362,22.559,0.811,48.692,15.392,7.692,20.072,0.812,56.033,55.004,0.793,1.152,0.387,42.663,,0.351,38.049,0.448,39.680,11.217,0.684,7.740,0.339,5.414,151.759,1.103,0.392,42.397,0.499,44.214,12.499,8.120,91.880,0.214,3.414,95.678,0.695,0.011,16.769,0.099,2.191,87.554,0.450,100.656,8.424,0.290,14.432,144.183
